"index","Familie","Gattung","Art","D_0__Archaea","D_0__Bacteria","D_0__Eukaryota"
"BE0503ZEBR5","Equidae","Equus","Bergzebra",422,12210,0
"BER0403PAND","Ailuridae","Ailurus","Roter_Panda",0,19439,0
"BER0403WALD","Canidae","Speothos","Waldhund",0,17137,0
"BER0403ZEBR1","Equidae","Equus","Bergzebra",56,5261,0
"BER0403ZEBR2","Equidae","Equus","Bergzebra",117,6858,0
"BER0403ZEBR3","Equidae","Equus","Bergzebra",155,6065,0
"BER0403ZEBR4","Equidae","Equus","Bergzebra",169,5789,0
"BER0403ZEBR5","Equidae","Equus","Bergzebra",402,9818,0
"BER0403ZEBR6","Equidae","Equus","Bergzebra",115,2380,0
"BER0403ZEBR7","Equidae","Equus","Bergzebra",220,16701,0
"BER0403ZEBR8","Equidae","Equus","Bergzebra",1228,18363,0
"BER0503ZEBR1","Equidae","Equus","Bergzebra",478,19263,0
"BER0503ZEBR2","Equidae","Equus","Bergzebra",1187,19421,0
"BER0503ZEBR3","Equidae","Equus","Bergzebra",597,11863,0
"BER0503ZEBR4","Equidae","Equus","Bergzebra",557,11299,0
"BER0503ZEBR6","Equidae","Equus","Bergzebra",38,3879,0
"BER0503ZEBR7","Equidae","Equus","Bergzebra",1865,10857,0
"BER0503ZEBR8","Equidae","Equus","Bergzebra",292,14327,0
"BER0603ZEBR1","Equidae","Equus","Bergzebra",83,2191,0
"BER0603ZEBR2","Equidae","Equus","Bergzebra",233,6028,0
"BER0603ZEBR3","Equidae","Equus","Bergzebra",38,4567,0
"BER0603ZEBR4","Equidae","Equus","Bergzebra",1062,18774,0
"BER0603ZEBR5","Equidae","Equus","Bergzebra",51,3511,0
"BER0603ZEBR6","Equidae","Equus","Bergzebra",60,9592,0
"BER0603ZEBR7","Equidae","Equus","Bergzebra",290,9765,0
"BER0603ZEBR8","Equidae","Equus","Bergzebra",155,12419,0
"BER0805GEPA1","Felidae","Acinonyx","Gepard",0,14609,0
"BER0805GEPA2","Felidae","Acinonyx","Gepard",0,52955,0
"BER0805LOEF1","Canidae","Otocyon","Loeffelhund",0,7263,0
"BER0805LOEF2","Canidae","Otocyon","Loeffelhund",0,6850,0
"BER0805MAEH1","Canidae","Chrysocyon","Maehnenwolf",0,11351,0
"BER0805MAEH2","Canidae","Chrysocyon","Maehnenwolf",307,15671,0
"BER0805NEBE1","Felidae","Panthera","Nebelparder",0,10494,0
"BER0805PAND1","Ailuridae","Ailurus","Roter_Panda",0,16213,0
"BER0805PAND2","Ailuridae","Ailurus","Roter_Panda",0,11848,0
"BER0805SEEL1","Felidae","Panthera","Schneeleopard",0,13266,0
"BER0805SEEL2","Felidae","Panthera","Schneeleopard",0,22417,0
"BER0805TIGA1","Felidae","Panthera","Tiger",0,8998,0
"BER0805TIGA2","Felidae","Panthera","Tiger",0,10742,0
"BER0805TIGA3","Felidae","Panthera","Tiger",0,14253,0
"BER0805TIGA4","Felidae","Panthera","Tiger",0,8601,0
"BER0805TIGA5","Felidae","Panthera","Tiger",0,8000,0
"BER0805TIGA6","Felidae","Panthera","Tiger",0,17432,0
"BER0805WALD1","Canidae","Speothos","Waldhund",0,7558,0
"BER0805WALD2","Canidae","Speothos","Waldhund",0,11126,0
"BER0805WALD3","Canidae","Speothos","Waldhund",0,14957,0
"BER0905TIGA7","Felidae","Panthera","Tiger",0,6797,0
"BER0905TIGA8","Felidae","Panthera","Tiger",0,8807,0
"BER0905TIGA9","Felidae","Panthera","Tiger",0,13611,0
"BER0905WALD10","Canidae","Speothos","Waldhund",0,4200,0
"BER0905WALD4","Canidae","Speothos","Waldhund",0,8027,0
"BER0905WALD5","Canidae","Speothos","Waldhund",0,9207,0
"BER0905WALD6","Canidae","Speothos","Waldhund",0,14135,0
"BER0905WALD7","Canidae","Speothos","Waldhund",0,3711,0
"BER0905WALD8","Canidae","Speothos","Waldhund",0,5376,0
"BER0905WALD9","Canidae","Speothos","Waldhund",192,17542,0
"BER1505GEPA2","Felidae","Acinonyx","Gepard",0,28049,0
"BER1505LEOP1","Felidae","Panthera","Leopard",0,9716,0
"BER1505LEOP2","Felidae","Panthera","Leopard",0,11053,0
"BER1505LEOP3","Felidae","Panthera","Leopard",0,14796,0
"BER1505LEOP4","Felidae","Panthera","Leopard",0,14507,0
"BER1505LOEF3","Canidae","Otocyon","Loeffelhund",0,10099,0
"BER1505PAND3","Ailuridae","Ailurus","Roter_Panda",0,14278,0
"BER1505PAND4","Ailuridae","Ailurus","Roter_Panda",0,8039,0
"BER1505SEEL3","Felidae","Panthera","Schneeleopard",0,10119,0
"BEZ0603ELEN1","Bovidae","Tragelaphus","Elenantilope",971,9961,0
"BEZ0603ELEN2","Bovidae","Tragelaphus","Elenantilope",694,4894,0
"BEZ0603ELEN3","Bovidae","Tragelaphus","Elenantilope",141,3288,0
"BEZ0603ELEN4","Bovidae","Tragelaphus","Elenantilope",207,1402,0
"BEZ0603ELEN5","Bovidae","Tragelaphus","Elenantilope",693,5174,0
"BEZ0603GIRA1","Giraffidae","Giraffa","Giraffe",813,8982,0
"BEZ0603GIRA2","Giraffidae","Giraffa","Giraffe",390,6056,0
"BEZ0603NASH1","Rhinocerotidae","Diceros","Spitzmaulnashorn",209,2200,0
"BEZ0603OKAP1","Giraffidae","Okapia","Okapi",303,6922,0
"BEZ0603OKAP2","Giraffidae","Okapia","Okapi",89,1384,0
"BEZ0603WILD1","Canidae","Lycaon","Wildhund",0,6151,0
"BEZ0603WILD2","Canidae","Lycaon","Wildhund",0,4882,0
"BEZ0603ZEBR1","Equidae","Equus","Grevyzebra",227,8529,0
"BEZ0603ZEBR2","Equidae","Equus","Grevyzebra",0,1240,0
"BEZ0603ZEBR3","Equidae","Equus","Grevyzebra",399,9219,0
"BEZ0603ZEBR4","Equidae","Equus","Grevyzebra",472,9367,0
"BEZ0603ZEBR5","Equidae","Equus","Grevyzebra",94,1990,0
"BEZ0603ZEBR6","Equidae","Equus","Grevyzebra",76,4315,0
"BEZ2505ELEN1","Bovidae","Tragelaphus","Elenantilope",1247,3929,0
"BEZ2505ELEN2","Bovidae","Tragelaphus","Elenantilope",269,4606,0
"BEZ2505ELEN3","Bovidae","Tragelaphus","Elenantilope",197,4155,0
"BEZ2505ELEN4","Bovidae","Tragelaphus","Elenantilope",710,4570,0
"BEZ2505ERDM1","Herpestidae","Suricata","Erdmaennchen",0,7124,0
"BEZ2505ERDM2","Herpestidae","Suricata","Erdmaennchen",0,12828,0
"BEZ2505NASH1","Rhinocerotidae","Diceros","Spitzmaulnashorn",461,9014,0
"BEZ2505NASH2","Rhinocerotidae","Diceros","Spitzmaulnashorn",1763,12333,0
"BEZ2505TUSI1","Bovidae","Bos","Watussi",378,12149,0
"BEZ2505TUSI2","Bovidae","Bos","Watussi",225,20538,0
"BEZ2505TUSI3","Bovidae","Bos","Watussi",92,8549,0
"BEZ2505WILD1","Canidae","Lycaon","Wildhund",0,5926,0
"BEZ2505WILD2","Canidae","Lycaon","Wildhund",0,9155,0
"BEZ2605ELEN1","Bovidae","Tragelaphus","Elenantilope",2095,17415,0
"BEZ2605ELEN2","Bovidae","Tragelaphus","Elenantilope",2745,14930,0
"BEZ2605ELEN3","Bovidae","Tragelaphus","Elenantilope",2799,11021,0
"BEZ2605ELEN4","Bovidae","Tragelaphus","Elenantilope",1677,8384,0
"BEZ2605ELEN5","Bovidae","Tragelaphus","Elenantilope",2351,18858,0
"BEZ2605ERDM1","Herpestidae","Suricata","Erdmaennchen",0,43645,0
"BEZ2605ERDM2","Herpestidae","Suricata","Erdmaennchen",0,10504,0
"BEZ2605NASH1","Rhinocerotidae","Diceros","Spitzmaulnashorn",640,10914,0
"BEZ2605NASH2","Rhinocerotidae","Diceros","Spitzmaulnashorn",2052,21856,0
"BEZ2605TUSI1","Bovidae","Bos","Watussi",827,32308,0
"BEZ2605TUSI2","Bovidae","Bos","Watussi",459,13003,0
"BEZ2605WILD1","Canidae","Lycaon","Wildhund",0,12457,0
"BEZ2605WILD2","Canidae","Lycaon","Wildhund",0,17702,0
"DAR0611FENN10","Canidae","Vulpes","Fennek",0,15857,0
"DAR0611FENN11","Canidae","Vulpes","Fennek",0,14672,0
"DAR0611FENN12","Canidae","Vulpes","Fennek",0,10411,0
"DAR0611FENN13","Canidae","Vulpes","Fennek",0,12856,0
"DAR0611FENN7","Canidae","Vulpes","Fennek",0,14090,0
"DAR0611FENN8","Canidae","Vulpes","Fennek",0,11596,0
"DAR0611FENN9","Canidae","Vulpes","Fennek",0,10656,0
"DAR3010FENN1","Canidae","Vulpes","Fennek",0,12679,0
"DAR3010FENN2","Canidae","Vulpes","Fennek",0,17347,0
"DAR3010FENN3","Canidae","Vulpes","Fennek",0,14538,0
"DAR3010FENN4","Canidae","Vulpes","Fennek",0,9729,0
"DAR3010FENN5","Canidae","Vulpes","Fennek",0,14703,0
"DAR3010FENN6","Canidae","Vulpes","Fennek",0,14684,0
"DOR0606JAGU1","Felidae","Panthera","Jaguar",0,10529,0
"DOR0606JAGU2","Felidae","Panthera","Jaguar",0,6623,0
"DOR0606LEOP1","Felidae","Panthera","Leopard",442,7142,0
"DOR0606LOEF1","Canidae","Otocyon","Loeffelhund",0,577,0
"DOR0606LOEF2","Canidae","Otocyon","Loeffelhund",0,3438,0
"DOR0606MAEH1","Canidae","Chrysocyon","Maehnenwolf",0,4491,0
"DOR0606MAEH2","Canidae","Chrysocyon","Maehnenwolf",0,7522,0
"DOR0606NEBE1","Felidae","Panthera","Nebelparder",0,11321,0
"DOR0606NEBE2","Felidae","Panthera","Nebelparder",0,6999,0
"DOR0606PAND1","Ailuridae","Ailurus","Roter_Panda",0,3566,0
"DOR0606PAND2","Ailuridae","Ailurus","Roter_Panda",0,5179,0
"DOR1306JAGU3","Felidae","Panthera","Jaguar",0,4140,0
"DOR1306JAGU4","Felidae","Panthera","Jaguar",0,3282,0
"DOR1306LEOP2","Felidae","Panthera","Leopard",106,8323,0
"DOR1306LOEF3","Canidae","Otocyon","Loeffelhund",0,3122,0
"DOR1306LOEF4","Canidae","Otocyon","Loeffelhund",0,901,0
"DOR1306LOEF5","Canidae","Otocyon","Loeffelhund",0,2427,0
"DOR1306MAEH3","Canidae","Chrysocyon","Maehnenwolf",0,9273,0
"DOR1306MAEH4","Canidae","Chrysocyon","Maehnenwolf",115,12721,0
"DOR1306NEBE3","Felidae","Panthera","Nebelparder",0,1344,0
"DOR1306NEBE4","Felidae","Panthera","Nebelparder",0,1913,0
"DOR1306PAND3","Ailuridae","Ailurus","Roter_Panda",0,5064,0
"DOR1306PAND4","Ailuridae","Ailurus","Roter_Panda",0,4413,0
"DOR1607ELEN1","Bovidae","Tragelaphus","Elenantilope",250,7478,0
"DOR1607ELEN2","Bovidae","Tragelaphus","Elenantilope",52,8110,0
"DOR1607ELEN3","Bovidae","Tragelaphus","Elenantilope",365,12317,0
"DOR1607GIRA1","Giraffidae","Giraffa","Giraffe",855,10995,0
"DOR1607GIRA2","Giraffidae","Giraffa","Giraffe",296,8118,0
"DOR1607GIRA3","Giraffidae","Giraffa","Giraffe",570,9299,0
"DOR1607RKAE1","Macropodidae","Osphranter","Riesenkaenguru",88,8434,0
"DOR1607RKAE2","Macropodidae","Osphranter","Riesenkaenguru",128,13927,0
"DOR1607RKAE3","Macropodidae","Osphranter","Riesenkaenguru",0,11769,0
"DOR1607ZEBR1","Equidae","Equus","Steppenzebra",304,10556,0
"DOR1607ZEBR2","Equidae","Equus","Steppenzebra",145,9138,0
"DOR1607ZEBR3","Equidae","Equus","Steppenzebra",123,6914,0
"DOR2702GIRA1","Giraffidae","Giraffa","Giraffe",557,11181,0
"DOR2702GIRA2","Giraffidae","Giraffa","Giraffe",176,1397,0
"DOR2702NASH1","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",41,3884,0
"DOR2702NASH2","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",183,7411,0
"DOR2702NASH3","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",168,3983,0
"DOR2702NASH4","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",117,6521,0
"DOR2702ZEBR1","Equidae","Equus","Steppenzebra",157,10175,0
"DOR2702ZEBR2","Equidae","Equus","Steppenzebra",989,8429,0
"DOR2702ZEBR3","Equidae","Equus","Steppenzebra",135,7740,0
"DUI0406EISF1","Canidae","Vulpes","Eisfuchs",0,1298,0
"DUI0406EISF2","Canidae","Vulpes","Eisfuchs",0,7718,0
"DUI0406LOEW1","Felidae","Panthera","Loewe",0,8704,0
"DUI0406LOEW2","Felidae","Panthera","Loewe",0,7579,0
"DUI0406NEBE1","Felidae","Panthera","Nebelparder",0,3688,0
"DUI0406NEBE2","Felidae","Panthera","Nebelparder",0,8566,0
"DUI0406PAND1","Ailuridae","Ailurus","Roter_Panda",0,7275,0
"DUI0406PAND2","Ailuridae","Ailurus","Roter_Panda",0,5566,0
"DUI0406TIGA1","Felidae","Panthera","Tiger",0,2070,0
"DUI0406TIGA2","Felidae","Panthera","Tiger",0,4760,0
"DUI0406TIGA3","Felidae","Panthera","Tiger",0,10736,0
"DUI0406WILD1","Canidae","Lycaon","Wildhund",0,9494,0
"DUI0711BONG1","Bovidae","Tragelaphus","Bongo",0,11151,0
"DUI0711BONG2","Bovidae","Tragelaphus","Bongo",0,6050,0
"DUI0811BENN1","Macropodidae","Notamacropus","Bennettkaenguru",0,8242,0
"DUI0811BENN2","Macropodidae","Notamacropus","Bennettkaenguru",247,5239,0
"DUI0811BERG1","Macropodidae","Osphranter","Bergkaenguru",91,6744,0
"DUI0811BERG2","Macropodidae","Osphranter","Bergkaenguru",25,4213,0
"DUI0811GIRA1","Giraffidae","Giraffa","Giraffe",32,2127,0
"DUI0811GIRA2","Giraffidae","Giraffa","Giraffe",0,4957,0
"DUI0811KOLA1","Phascolarctidae","Phascolartos","Koala",0,15448,0
"DUI0811KOLA2","Phascolarctidae","Phascolartos","Koala",0,19461,0
"DUI0811KOLA3","Phascolarctidae","Phascolartos","Koala",0,19287,0
"DUI0811KOLA4","Phascolarctidae","Phascolartos","Koala",0,31898,0
"DUI0811KOLA5","Phascolarctidae","Phascolartos","Koala",0,14853,0
"DUI0811KOLA6","Phascolarctidae","Phascolartos","Koala",0,16725,0
"DUI0811SUMF1","Macropodidae","Wallabia","Sumpfwallaby",45,4482,0
"DUI0811SUMF2","Macropodidae","Wallabia","Sumpfwallaby",56,4586,0
"DUI0811TEUF1","Dasyuridae","Sarcophilus","Beutelteufel",0,5034,0
